English,Spanish,you have to pull,Tienes que tirar
English,Spanish,you have to push,Tienes que empujar
Spanish,English,consta de,consists of
Spanish,English,en la casilla,in the box
English,Spanish,it will give you the opportunity,Te dará la oportunidad
Spanish,English,en este punto,at this point
English,Spanish,on the right arrow,en la flecha derecha
English,Spanish,on the left arrow,en la flecha izquierda
English,Spanish,on the up arrow,en la flecha hacia arriba
Spanish,English,en la flecha hacia abajo,on the down arrow
Spanish,English,si hago eso,if I do that
Spanish,English,pero de cualquier manera,but either way
Spanish,English,pero aún no existe,but it doesn't exist yet
English,Spanish,I'm going to focus on this,Me voy a centrar en esto
Spanish,English,por lo tanto,therefore
Spanish,English,se me pide que agregue un comentario,I am asked to add a comment
Spanish,English,iré a mi proyecto,I will go to my project
Spanish,English,no querrás cambiar nada,you won't want to change anything
Spanish,English,donde está almacendado,where it is stored
Spanish,English,he atterizado en el directorio,I have landed in the directory
English,Spanish,the upper corner,la esquina superior
Spanish,English,la esquina inferior,the bottom corner
Spanish,English,así que haré clic,so I'll click
English,Spanish,make sure you can access it,Asegúrate de que puedas acceder a él
Spanish,English,es bestante sencilla,It is quite simple
Spanish,English,si no ves nada,if you don't see anything
English,Spanish,You can find out if you have it installed,Puedes averiguar si lo tienes instalado
Spanish,English,lo importante aquí es que,The important thing here is that
Spanish,English,que te llevarán,that will take you
Spanish,English,ese comentario aparecerá allí,that comment will appear there
Spanish,English,me descharé de todas estas otras,I will get rid of all these others
Spanish,English,una cosa muy importante,a very important thing
Spanish,English,puede elegir el alcance,you can choose the scope
Spanish,English,elegiré herramientas,I will choose tools
Spanish,English,así que ahora tengo,so now i have
Spanish,English,antes cualquier simbolo,before any symbol
Spanish,English,puede colocar un comentario,you can post a comment
Spanish,English,pero el punto aquí es que,but the point here is that
Spanish,English,tenga en cuenta que,Please note that
English,Italian,forward a message,inoltrare un messaggio
Spanish,English,un enfoque heredado,a legacy approach
Spanish,English,a mi portapapeles,to my clipboard
Spanish,English,podría ser cualquier cosa,it could be anything
Spanish,English,ahora voy a ir a la ventana,Now I'm going to go to the window
Spanish,English,desplácese hacia abajo,scroll down
Spanish,English,y de nuevo,and again
Spanish,English,y una vez màs,and once again
English,Spanish,I will see,veré
Spanish,English,si desea hacer,if you want to do
Spanish,English,sus paquetes debajo,your packages underneath
Spanish,English,y luego,and then
English,Spanish,in the background,en segundo plano
Spanish,English,tenga encuetra que,keep in mind that
English,Spanish,keyboard shortcut,atajo de teclado
Spanish,English,volveré a ver,I will see again
Spanish,English,ahora haré clic derecho,now I will right click
Spanish,Italian,ahora haré clic derecho,ora farò clic con il tasto destro
